"Review Id","User ID","Display Name","User Name","User Profile","User Avatar","User Location","User Is Verified","Rating","Additional Ratings","Review Title","Review Text","Helpful Votes","Photos","Stay Date","Created Date","Published Date","Language","Location","Location Id","URL"
"941654052","","Janey","442janec","https://www.tripadvisor.co.uk/Profile/442janec","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/eb/6d/default-avatar-2020-19.jpg","Spain","No","3","Value: 1
Location: 3
Service: 2","Jane March 2024","Apart from not finding my booking initially the hotel is good. There should be water bottles in the room
My beef is my flight was the first out of bristol, got up at 3.30am for a hot shower...... very cold shower.
The rooms are not  cheap because of location..... step up please we all deserve hot water, we are all paying for it......","1","","2024-03-31","2024-03-10","2024-03-10","en","Hampton by Hilton Bristol Airport","11642149","https://www.tripadvisor.co.uk/ShowUserReviews-g186220-d11642149-r941654052-Hampton_by_Hilton_Bristol_Airport-Bristol_England.html"
"940101441","","Camper561875","Camper561875","https://www.tripadvisor.co.uk/Profile/Camper561875","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/5b/default-avatar-2020-61.jpg","","No","1","","Disappointed with huge fine for trying to enter car park","Fined for briefly pausing whilst trying to read a sign next to the barrier to the car park!!
Previously informed via phone discussion with the Hampton by Hilton and also in their confirmation email that we could use the car park for drop off for up to an hour. We were surprised to see a sign about £60 charge and fines at the entrance to the car park so paused (for less than a minute!) to read this. Slapped with a £100 fine in the post for ""stopping"". It was dark, it was cold, we had a baby in the back seat who was just waking up and quite upset, we briefly paused to read the sign. I have tried to appeal this, sent the parking company a confirmation email and told that my appeal is unsuccessful. 

Needless to say I will not be staying again, I will also inform all my family and friends to make sure they never stay here either.

I have emailed Hampton by Hilton and await a reply.","1","","2024-01-31","2024-02-28","2024-02-28","en","Hampton by Hilton Bristol Airport","11642149","https://www.tripadvisor.co.uk/ShowUserReviews-g186220-d11642149-r940101441-Hampton_by_Hilton_Bristol_Airport-Bristol_England.html"
"939767211","","Becci in Glos","BecciGlos","https://www.tripadvisor.co.uk/Profile/BecciGlos","https://media-cdn.tripadvisor.com/media/photo-o/0e/cd/6b/56/beccit.jpg","Gloucestershire","No","3","","Let down by poor evening meal","I have stayed here many times before and the staff are always warm and friendly. Room is clean and functional with good toiletries. However it’s simply not worth the money charged; the lack of competition sets this. The evening meal really let this occasion down; the food quality has been deteriorating and this time it was borderline inedible, washed down with £10 a glass wine. The restaurant could really do with some atmosphere; music, low lighting etc ? 
All in all it does need to improve or lower prices.","1","","2024-02-29","2024-02-25","2024-02-25","en","Hampton by Hilton Bristol Airport","11642149","https://www.tripadvisor.co.uk/ShowUserReviews-g186220-d11642149-r939767211-Hampton_by_Hilton_Bristol_Airport-Bristol_England.html"
"939673989","","MrC","MrGJC","https://www.tripadvisor.co.uk/Profile/MrGJC","https://media-cdn.tripadvisor.com/media/photo-m/1280/1d/80/0e/75/mobile00412019808.jpg","Ashton Keynes","No","4","","Convenient, but at a high price.","The room, bed and shower are good. The bar/restaurant area is somewhat devoid of any atmosphere. The location is excellent for access to the airport.  I stay at this hotel regularly when travelling. My main gripe with this hotel is the price which has more than doubled over the last few years and I feel that it is now overpriced.","1","","2024-02-29","2024-02-25","2024-02-24","en","Hampton by Hilton Bristol Airport","11642149","https://www.tripadvisor.co.uk/ShowUserReviews-g186220-d11642149-r939673989-Hampton_by_Hilton_Bristol_Airport-Bristol_England.html"
"939394728","","Kevin & Karen Rogers","Kevandkaren","https://www.tripadvisor.co.uk/Profile/Kevandkaren","https://media-cdn.tripadvisor.com/media/photo-o/21/5b/59/fa/louiserog1.jpg","Haverfordwest","No","3","","Average, pricey, but convenient","An airport hotel of course so expect it to be a little pricey. This was a little too OTT for me  and with fairly basic standard rooms, food and service. Some staff came across as a tad rude and dismissive at times. Great location for the airport. Just a 5 minute walk and a decent enough, I’d stay again due to convenience and current lack of competition. Main bed in room comfy enough. Bed settee not the greatest. Very clean place.","2","","2024-02-29","2024-02-22","2024-02-22","en","Hampton by Hilton Bristol Airport","11642149","https://www.tripadvisor.co.uk/ShowUserReviews-g186220-d11642149-r939394728-Hampton_by_Hilton_Bristol_Airport-Bristol_England.html"
"938774432","","Thamesbabe","Thamesbabe","https://www.tripadvisor.co.uk/Profile/Thamesbabe","https://media-cdn.tripadvisor.com/media/photo-s/01/45/78/9b/thamesbabe.jpg","","No","3","","Good rooms","The room was very good and the digital key useful however it would be nice if a key for the electrics was already in the room. Common areas are like an extension of the airport rather than a hotel lounge.
Drinks are pricy and food extremely average. I felt unwell after eating there. I suggest buying something from M&S in the airport. 
Breakfast was adequate 
There is currently no pedestrian walkway to the terminal, you have to go through the multi story car park dodging cars. Hope this will be resolved sometime.","1","","2024-01-31","2024-02-18","2024-02-18","en","Hampton by Hilton Bristol Airport","11642149","https://www.tripadvisor.co.uk/ShowUserReviews-g186220-d11642149-r938774432-Hampton_by_Hilton_Bristol_Airport-Bristol_England.html"
"938709594","","Anthony P","pagents","https://www.tripadvisor.co.uk/Profile/pagents","https://media-cdn.tripadvisor.com/media/photo-f/01/2e/70/98/avatar024.jpg","Swansea","No","3","","Parking rip off","An average hotel, overpriced like everything near Bristol Airport, average food,terrible coffee,  good service.

The room was OK as expected, being on the third floor was too hot, and difficult to sleep when the bathroom fan never switches off!

They like to surprise their guests that parking is now £60 a night! Watch out for that!

Making a one night stay £220, it's Bristol Airport , Not Vegas!

Never again. ","0","","2024-02-29","2024-02-18","2024-02-17","en","Hampton by Hilton Bristol Airport","11642149","https://www.tripadvisor.co.uk/ShowUserReviews-g186220-d11642149-r938709594-Hampton_by_Hilton_Bristol_Airport-Bristol_England.html"
"938408487","","Sharon P","Road608464","https://www.tripadvisor.co.uk/Profile/Road608464","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/ec/a2/default-avatar-2020-3.jpg","","No","5","Value: 5
Location: 5
Service: 5","Good room at the airport","Clean, comfortable, large and very warm, lovely bathroom, slept very well and considering it is in the airport grounds I never heard 1 flight land or take off, breakfast was very good, would definitely stay there again, staff were amazing, the young boy that checked me in was a star and even helped me with a trolley for the trip up to the airport in the morning, I was extremely impressed with the staff there","1","","2024-02-29","2024-02-15","2024-02-15","en","Hampton by Hilton Bristol Airport","11642149","https://www.tripadvisor.co.uk/ShowUserReviews-g186220-d11642149-r938408487-Hampton_by_Hilton_Bristol_Airport-Bristol_England.html"
"938297626","","Caroline","CJWilliamsHeatley","https://www.tripadvisor.co.uk/Profile/CJWilliamsHeatley","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/e4/59/default-avatar-2020-49.jpg","","No","5","","Lovely stay","We stayed here the night before our trip to Rome. Check-in was great, very friendly staff of the highest quality customer service. The room was a perfect size and the beds lovely and comfortable. The pillows were a little too soft, but that's a preference not a complaint. Despite being next to an airport there was zero noise, couldn't even hear traffic. Plus, being at the end of the corridor prevented the usual ""hotel noise"" of opening/Closing doors etc. room temperature was easily adjustable.

We didn't eat that night but did have a coffee in the bar. Again, exceptional customer service. There is a handy section selling travel toiletries (all under 100ml).

Breakfast was great. Buffet style offering pastries, pancakes, waffles and full English. Can't fault it.

Will definitely be booking again next time we fly from Bristol. Hotel is just a few minutes walk to departures with handy signage from hotel to the terminal to make sure you can't get lost!","1","","2024-02-29","2024-02-14","2024-02-14","en","Hampton by Hilton Bristol Airport","11642149","https://www.tripadvisor.co.uk/ShowUserReviews-g186220-d11642149-r938297626-Hampton_by_Hilton_Bristol_Airport-Bristol_England.html"
"937988771","","mandymarytaylor","mandymarytaylor","https://www.tripadvisor.co.uk/Profile/mandymarytaylor","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/e3/6a/default-avatar-2020-47.jpg","Cairo","No","5","Value: 5
Location: 5
Service: 5","Well worth staying before you fly","The staff were excellent, Chris & Stella(The Dream Team), sorted us out. The customer service was Outstanding. The hotel was Clean, Warm, Pleasant and Welcoming. The staff are very knowledgeable of their hotel and surrounding amenities, even using their own personal phones to help customers, nothing to a problem or to much effort. Stayed here before and definitely stay here again.","1","","2024-02-29","2024-02-13","2024-02-13","en","Hampton by Hilton Bristol Airport","11642149","https://www.tripadvisor.co.uk/ShowUserReviews-g186220-d11642149-r937988771-Hampton_by_Hilton_Bristol_Airport-Bristol_England.html"
"937960675","","mickeyandminniemad","mickeyandminniemad","https://www.tripadvisor.co.uk/Profile/mickeyandminniemad","https://media-cdn.tripadvisor.com/media/photo-o/03/c1/fb/9b/mickeyandminniemad.jpg","","No","4","","Nice hotel, pricey, but no alternative on airport grounds","This hotel is pleasant and we had a good sleep before our early departure. They provide a continental selection for breakfast from 4am which was very useful when you have an early flight. We ate in the restaurant/bar in the evening and the food was ok, but expensive for the quality. We were lucky when we checked in that there were only a couple of people ahead of us, because a queue quickly formed and appeared to be moving very slowly.  We took the lift to our room and the lights to the rooms were off, it was very dark and I wouldn’t have been happy trying to find my way on my own. 

I must also add that the quick route from the hotel to the terminal is currently shut, meaning a much further walk around the car park and the back of the hotel, not great, especially when it’s raining.","1","","2024-01-31","2024-02-13","2024-02-13","en","Hampton by Hilton Bristol Airport","11642149","https://www.tripadvisor.co.uk/ShowUserReviews-g186220-d11642149-r937960675-Hampton_by_Hilton_Bristol_Airport-Bristol_England.html"
"936634615","","Sally","Wander10741820991","https://www.tripadvisor.co.uk/Profile/Wander10741820991","https://media-cdn.tripadvisor.com/media/photo-o/29/e7/0e/4a/wander10741820991.jpg","Lochgilphead","No","5","Value: 5
Location: 5
Service: 5","Convenient stop over","Very comfy and convenient after a long journey. They are welcoming at any time of day or night and had a drink for us at midnight which was very welcome. The breakfast buffet is plentiful and again the timing makes it easy to leave for your flight early so they have it all geared around convenience for your flight","1","","2024-01-31","2024-02-02","2024-02-02","en","Hampton by Hilton Bristol Airport","11642149","https://www.tripadvisor.co.uk/ShowUserReviews-g186220-d11642149-r936634615-Hampton_by_Hilton_Bristol_Airport-Bristol_England.html"
"936106501","","123pix","123pix","https://www.tripadvisor.co.uk/Profile/123pix","https://media-cdn.tripadvisor.com/media/photo-m/1280/1d/4c/ed/c4/123pix.jpg","Falmouth","No","4","","Convenient location with comfortable rooms","Great location within minutes of the airport. Pleased with our room which was spacious and had a very comfortable bed. The restaurant was also pleasant with a reasonable priced  menu, apart from the wine which was quite expensive. We did have an issue with the overnight parking charge which was different to the amount quoted when we originally booked, but the management kindly resolved this for us.","1","","2024-01-31","2024-01-30","2024-01-30","en","Hampton by Hilton Bristol Airport","11642149","https://www.tripadvisor.co.uk/ShowUserReviews-g186220-d11642149-r936106501-Hampton_by_Hilton_Bristol_Airport-Bristol_England.html"
"935818835","","PJAnderson83","PJAnderson83","https://www.tripadvisor.co.uk/Profile/PJAnderson83","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/eb/a3/default-avatar-2020-38.jpg","Yorkshire","No","1","","£165 for 2 nights of parking","Avoid this place like the plague! I stayed here for 2 nights for work and ended up having to pay £165 in parking fees! Not a single sign anywhere to highlight their extortionate prices. The hotel is as basic as a Travel Lodge, the food is utterly abysmal, and the bitter taste their parking fees leave you with, is enough to deter anyone from booking again. Shameful!","1","","2024-01-31","2024-01-28","2024-01-28","en","Hampton by Hilton Bristol Airport","11642149","https://www.tripadvisor.co.uk/ShowUserReviews-g186220-d11642149-r935818835-Hampton_by_Hilton_Bristol_Airport-Bristol_England.html"
"935631149","","Mis2006","Mis2006","https://www.tripadvisor.co.uk/Profile/Mis2006","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/ea/2e/default-avatar-2020-67.jpg","Exeter","No","3","","Too expensive ","A comfortable hotel, well positioned beside the airport terminal. It's comfortable and pleasant but somewhat overpriced! It's like a Premier Inn ...you queue to order food, wine is ridiculously expensive at over £8 a glass....... It's acceptable but it needs competition!!!! ","1","","2024-01-31","2024-01-26","2024-01-26","en","Hampton by Hilton Bristol Airport","11642149","https://www.tripadvisor.co.uk/ShowUserReviews-g186220-d11642149-r935631149-Hampton_by_Hilton_Bristol_Airport-Bristol_England.html"
"935592753","","DevonJohn","DevonJohn","https://www.tripadvisor.co.uk/Profile/DevonJohn","https://media-cdn.tripadvisor.com/media/photo-s/01/f1/81/6d/devonjohn.jpg","Kingsteignton","No","2","Value: 1
Location: 5
Service: 2","Disappointing for such a Prestigious Name","Used the Hotel to save an early morning drive to Bristol Airport with an 09:30 Book In to the Multi Storey Car Park. Check In was straight forward as was parking the Car in their Car Park. Very disappointed with the Bar and Eating Area which was untidy and looked well worn, even to the extent of having cushions missing from the settees, tables were uncleared and had not been wiped down. The meal was mediocre to say the least, expensive and not up to what I would expect from a Hotel of this name. The rooms and sleep quality were very good. Where you have to be very careful is the Car Parking, on check out you are advised to process your car park ticket through a machine in the Lobby, I assumed that it would just be validated for exit however, I was asked to pay £60:00 for the 1 night parking. Reception then told me that if I push a little white button the charge would be reduced to only £45:00.as I had stayed at the Hotel. Nowhere in the Hotel details does it advise you of these charges, it just say Car Parking available. It would have been better/cheaper for me if I had booked my car into the Multi Storey the night before and then just walked across to the Hotel. These charges are almost bordering on extortionate. then to cap it all, having paid, we decided to have breakfast only to find that when we tried to leave the Car Park that the exit time limit had expired and it would not let us out. I had to re-park and get the Receptionist to arrange for our release. They could do a lot to improve this Hotel but I will not be using them again.","2","","2024-01-31","2024-01-26","2024-01-26","en","Hampton by Hilton Bristol Airport","11642149","https://www.tripadvisor.co.uk/ShowUserReviews-g186220-d11642149-r935592753-Hampton_by_Hilton_Bristol_Airport-Bristol_England.html"
"935536124","","David S","davidsR7876DR","https://www.tripadvisor.co.uk/Profile/davidsR7876DR","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/f0/d5/default-avatar-2020-17.jpg","","No","3","Value: 1
Location: 5
Service: 3","Not as good as previous visits","The room was OK, getting here was a nightmare, as signage was poor. We ate in the restaurant which was OK, but we were charged 40 p more for our main course. We weren't shown a wine list and ended up paying £37.50 for a bottle of wine which costs 20 Eurosin Spain. Seemed to be a very expensive stay. Not good value for money.","1","","2024-01-31","2024-01-25","2024-01-25","en","Hampton by Hilton Bristol Airport","11642149","https://www.tripadvisor.co.uk/ShowUserReviews-g186220-d11642149-r935536124-Hampton_by_Hilton_Bristol_Airport-Bristol_England.html"
"935047721","","Jane D","598janed","https://www.tripadvisor.co.uk/Profile/598janed","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/91/default-avatar-2020-62.jpg","Edinburgh","No","5","","Highly recommend","Booked last minute after flight home was cancelled due to storm. Lovely hotel, comfortable and clean rooms, friendly staff, good selection of veggie options at breakfast, served hot food and drink in large clean bar area. Highly recommend, tho no complimentary toothpaste, which would have helped 👍","1","","2024-01-31","2024-01-22","2024-01-22","en","Hampton by Hilton Bristol Airport","11642149","https://www.tripadvisor.co.uk/ShowUserReviews-g186220-d11642149-r935047721-Hampton_by_Hilton_Bristol_Airport-Bristol_England.html"
"935046601","","Margaret W","Y9754WYmargaretw","https://www.tripadvisor.co.uk/Profile/Y9754WYmargaretw","https://media-cdn.tripadvisor.com/media/photo-o/1b/b2/e1/5f/y9754wymargaretw.jpg","Marazion","No","1","Value: 2
Location: 1
Service: 3","Impossible to get to with airport expansion and lack of consideration for disabled people!","No access for disabled! This is not actually the hotels fault but they should take action and put pressure on the airport. I booked a room having stayed there before and this time my flight landed past midnight. There’s a sign saying Hilton temporary route. This so called access is impossible for anyone with reduced mobility, with a walking aid or in a wheelchair. I was with my daughter on foot. She literally had to carry me to the hotel in the rain a pitch dark. It’s an absolute disgrace and the airport is responsible but the Hilton should never have allowed this or should provide free vehicle transportation.","1","","2023-10-31","2024-01-22","2024-01-22","en","Hampton by Hilton Bristol Airport","11642149","https://www.tripadvisor.co.uk/ShowUserReviews-g186220-d11642149-r935046601-Hampton_by_Hilton_Bristol_Airport-Bristol_England.html"
"933927837","","mgraham2015","mgraham2015","https://www.tripadvisor.co.uk/Profile/mgraham2015","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/ed/ce/default-avatar-2020-7.jpg","Port Talbot","No","5","Value: 5
Location: 5
Service: 5","Great location next to terminal","Excellent location right across from the terminal. Also right next door to the multi storey car park. Hotel was very clean, check in and out very efficient and friendly staff. Rooms were modern and comfortable and food options for dinner and breakfast were more than enough.....highly recommend.","1","","2024-01-31","2024-01-13","2024-01-13","en","Hampton by Hilton Bristol Airport","11642149","https://www.tripadvisor.co.uk/ShowUserReviews-g186220-d11642149-r933927837-Hampton_by_Hilton_Bristol_Airport-Bristol_England.html"
"932553749","","odo3680","odo3680","https://www.tripadvisor.co.uk/Profile/odo3680","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/eb/a3/default-avatar-2020-38.jpg","Lake District","No","5","Value: 5
Location: 5
Service: 5","Overnight at Bristol Airport","We had a night here either side of an EasyJet holiday. Always liked this hotel it is so convenient and everyone is friendly and helpful. On this occasion my wife and I noticed that the beds in the Hampton by Hilton BRS was MORE COMFORTABLE than the bed in the 5 star resort that we spent Christmas at. We liked the straightforward comfort food available at night (on arrival). The order at the bar arrangement works well. Also impressed that the breakfast had non-dairy (soya) choices. ","2","","2023-12-31","2024-01-06","2024-01-06","en","Hampton by Hilton Bristol Airport","11642149","https://www.tripadvisor.co.uk/ShowUserReviews-g186220-d11642149-r932553749-Hampton_by_Hilton_Bristol_Airport-Bristol_England.html"
"932164691","","Amanda D","cliffcottages1","https://www.tripadvisor.co.uk/Profile/cliffcottages1","https://media-cdn.tripadvisor.com/media/photo-o/2a/5b/40/53/cliffcottages1.jpg","Plympton","No","4","Value: 4
Location: 5
Service: 4","Fantastic location ","Stayed here after late night flight home , so easy to access. Rooms clean tidy but very small tho for a stay over just to grab some sleep was fine . Breakfast was good . Carpark expensive and we were nearly charged £60 for 5 mins access staff did adjust this prompt for us . ","1","","2024-01-31","2024-01-03","2024-01-03","en","Hampton by Hilton Bristol Airport","11642149","https://www.tripadvisor.co.uk/ShowUserReviews-g186220-d11642149-r932164691-Hampton_by_Hilton_Bristol_Airport-Bristol_England.html"
