"Review Id","User ID","Display Name","User Name","User Profile","User Avatar","User Location","User Is Verified","Rating","Additional Ratings","Review Title","Review Text","Helpful Votes","Photos","Stay Date","Created Date","Published Date","Language","Location","Location Id","URL"
"949065122","","Hazel H","hazelh41","https://www.tripadvisor.co.uk/Profile/hazelh41","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/e2/11/default-avatar-2020-41.jpg","","No","5","","Lovely afternoon tea","We enjoyed an excellent afternoon tea using a Groupon voucher. We were made to feel very welcome from the moment we entered the hotel and shown to a lovely window table in the restaurant. We were looked after by the wonderful Marta who was so helpful without being too intrusive, Marta is a real star. A lovely selection of sandwiches, cakes and scones and we were even provided with some boxes to take home several cakes which we didn't manage to eat. A wonderful experience, many thanks to everyone involved.","0","","2024-05-31","2024-05-01","2024-05-01","en","Hilton Garden Inn Bristol City Centre","211101","https://www.tripadvisor.co.uk/ShowUserReviews-g186220-d211101-r949065122-Hilton_Garden_Inn_Bristol_City_Centre-Bristol_England.html"
"901368579","","Paul P","J3063YDpaulp","https://www.tripadvisor.co.uk/Profile/J3063YDpaulp","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/e6/ea/default-avatar-2020-54.jpg","","No","5","","Fantastic city center hotel","Fantastic staff, who took great care as I was traveling with my mother who is 76. Everyone was so polite and helpful throughout my stay, breakfast was lovely and the room was spotless. Definitely visiting soon. 
The team also helped with bags and suggested places to visit in the city.","1","","2023-07-31","2023-07-08","2023-07-08","en","Hilton Garden Inn Bristol City Centre","211101","https://www.tripadvisor.co.uk/ShowUserReviews-g186220-d211101-r901368579-Hilton_Garden_Inn_Bristol_City_Centre-Bristol_England.html"
"948963105","","Cristine O","Cruiser39963062616","https://www.tripadvisor.co.uk/Profile/Cruiser39963062616","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/de/0a/default-avatar-2020-35.jpg","Luton","No","5","","Friends trip","Went there with group of friends, the hotel is nice, rooms were also fine. The only thing we didn’t like was the eggs on breakfast, they were like plastic. The reason I’m giving 5* is Marta, she was super sweet and managed to recompense everything for me and my friends. She deserves a medal.","0","","2024-04-30","2024-04-30","2024-04-30","en","Hilton Garden Inn Bristol City Centre","211101","https://www.tripadvisor.co.uk/ShowUserReviews-g186220-d211101-r948963105-Hilton_Garden_Inn_Bristol_City_Centre-Bristol_England.html"
"948928198","","Gabi J","387gabij","https://www.tripadvisor.co.uk/Profile/387gabij","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/7c/01/default-avatar-2020-5.jpg","","No","5","","Kyle the bar man!","Kyle in the bar made my experience here fantastic! Super friendly and helpful with any queries we had. Myself and my partner would highly recommend seeing him when visiting, made our experience really enjoyable :)  He even remembered our favourite drinks from our last visit! Thanks Kyle!","0","","2024-03-31","2024-04-30","2024-04-30","en","Hilton Garden Inn Bristol City Centre","211101","https://www.tripadvisor.co.uk/ShowUserReviews-g186220-d211101-r948928198-Hilton_Garden_Inn_Bristol_City_Centre-Bristol_England.html"
"948625026","","wivanee2014","wivanee2014","https://www.tripadvisor.co.uk/Profile/wivanee2014","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/ee/10/default-avatar-2020-8.jpg","","No","4","Value: 3
Rooms: 4
Location: 5
Cleanliness: 5
Service: 4
Sleep Quality: 3","Another 2 night stay whilst on business","Due the nature of my job I end up working at Bristol every couple of weeks (Friday to Sunday) and this hotel is my go to hotel as it is only a 10 minute walk from Bristol Temple Meads rail station.
Buffet breakfast is lovely and the restaurant I have used on a few occasions for evening meals.
The thing I love about the bar in the hotel is Chakir who works the bar most weekends.
He is so lovely and welcoming and even remembers what my preferred drink choice is when I am staying.
Big comfy beds, clean bathrooms
Only criticism is try not to get a room on the 3rd floor if you are working as this seems to be the party revellers floor that are having a Saturday night out in Bristol so it can be a bit noisy","0","","2024-04-30","2024-04-28","2024-04-28","en","Hilton Garden Inn Bristol City Centre","211101","https://www.tripadvisor.co.uk/ShowUserReviews-g186220-d211101-r948625026-Hilton_Garden_Inn_Bristol_City_Centre-Bristol_England.html"
"948602873","","PJL25","PJL25","https://www.tripadvisor.co.uk/Profile/PJL25","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/e4/a9/default-avatar-2020-50.jpg","","No","5","Value: 5
Rooms: 5
Location: 5
Cleanliness: 5
Service: 5
Sleep Quality: 5","Arc made our stay fantastic!","Arc was our amazing server. He was so friendly, and couldn’t do more for us. He is a credit to Hilton! Thank you so much for your hospitality.","0","","2024-04-30","2024-04-28","2024-04-28","en","Hilton Garden Inn Bristol City Centre","211101","https://www.tripadvisor.co.uk/ShowUserReviews-g186220-d211101-r948602873-Hilton_Garden_Inn_Bristol_City_Centre-Bristol_England.html"
"948579969","","Joel W","joelwills","https://www.tripadvisor.co.uk/Profile/joelwills","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/f1/b8/default-avatar-2020-22.jpg","Pontypool","No","5","Value: 3
Rooms: 4
Location: 5
Cleanliness: 5
Service: 5
Sleep Quality: 5","Best sever ever","Arc was a pleasure to meet, fresh faced,  welcoming and and all round easy to chat to kinda guy. Enjoyed my breakfast and stay will soon to return………………………………………………………………………………………………………………………… …………………………………………………………………………………………………………………………","0","","2024-04-30","2024-04-28","2024-04-27","en","Hilton Garden Inn Bristol City Centre","211101","https://www.tripadvisor.co.uk/ShowUserReviews-g186220-d211101-r948579969-Hilton_Garden_Inn_Bristol_City_Centre-Bristol_England.html"
"948518932","","Harriet C","harrietc281","https://www.tripadvisor.co.uk/Profile/harrietc281","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/e6/ea/default-avatar-2020-54.jpg","","No","5","Value: 5
Rooms: 5
Location: 5
Cleanliness: 5
Service: 5
Sleep Quality: 5","Lovely stay","Lovely hotel very clean and friendly. Arc in particular who was serving breakfast time was very good and very attentive .
Ideally situated for train and shopping centre . Only down side you have to pay for parking but £20 for 24 hours so not too bad .","0","","2024-04-30","2024-04-27","2024-04-27","en","Hilton Garden Inn Bristol City Centre","211101","https://www.tripadvisor.co.uk/ShowUserReviews-g186220-d211101-r948518932-Hilton_Garden_Inn_Bristol_City_Centre-Bristol_England.html"
"948454200","","Party for mummy K","partyformummyk","https://www.tripadvisor.co.uk/Profile/partyformummyk","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/e7/3d/default-avatar-2020-55.jpg","","No","5","Value: 4
Rooms: 5
Location: 5
Cleanliness: 5
Service: 5
Sleep Quality: 5","Comfortable, clean, good location and great breakfast","Very comfortable room, fantastic breakfast, omelette made to order.

Friendly and courteous staff, very helpful throughout our stay.","0","","2024-04-30","2024-04-27","2024-04-27","en","Hilton Garden Inn Bristol City Centre","211101","https://www.tripadvisor.co.uk/ShowUserReviews-g186220-d211101-r948454200-Hilton_Garden_Inn_Bristol_City_Centre-Bristol_England.html"
"948328689","","Jasper H","420jasperh","https://www.tripadvisor.co.uk/Profile/420jasperh","https://media-cdn.tripadvisor.com/media/photo-s/0c/79/1a/62/jasper-h.jpg","","No","5","","Thank you!","I went in april 2024 to this hotel and it was a nice experience. But, I mistakingly thought the breakfast was still on, but it was closed already... However Gloria was super kind and provided me with everything i needed and fed me well. Thank you so much.","0","","2024-04-30","2024-04-26","2024-04-26","en","Hilton Garden Inn Bristol City Centre","211101","https://www.tripadvisor.co.uk/ShowUserReviews-g186220-d211101-r948328689-Hilton_Garden_Inn_Bristol_City_Centre-Bristol_England.html"
